,test_score_mean,test_score_std,train_score_mean,train_score_std,train_size
0,0.712485544742682,0.011782362349669033,1.0,0.0,753
1,0.7861052807851506,0.0038297570693705783,0.9998639455782312,0.0001924100084861377,2450
2,0.814214519227404,0.004627003014345297,0.9993568097764913,0.0002274020843178841,4146
3,0.8316236766126357,0.006727693615620425,0.9988017802122561,0.0006404754171129664,5842
4,0.8412582210949919,0.008137990701104427,0.9970376265640889,0.0006617424745587992,7539
