,test_score_mean,test_score_std,train_score_mean,train_score_std,train_size
0,0.7095654250430417,0.009672913282399262,0.9774236387782205,0.007512422642088148,753
1,0.7392595915777336,0.0019313418954272571,0.8646258503401362,0.007119170313987042,2450
2,0.7814115392814615,0.010329090258971139,0.8775526611995498,0.02590687664522113,4146
3,0.7903524851935644,0.004231182300424855,0.8568983224922971,0.010805240699546527,5842
4,0.810860145277104,0.006425771346592161,0.86961135429102,0.009342353137404466,7539
