,tool.word,useStopwords,classifier,micro-F1,time.format.train,time.format.evaluate,time.format.all
0,gensim,NO,RandomForest,0.42087095061072755,0:00:00.745000,0:00:00.145000,0:00:00.890000
1,gensim,NO,SVM,0.8105416887944769,0:00:07.180000,0:00:00.058000,0:00:07.238000
2,gensim,NO,sk-NN,0.7922198619224642,0:00:49.400000,0:00:00.129000,0:00:49.529000
