,tool.word,useStopwords,classifier,micro-F1,time.format.train,time.format.evaluate,time.format.all
0,gensim,NO,RandomForest,0.4888475836431227,0:00:00.744000,0:00:00.143000,0:00:00.887000
1,gensim,NO,SVM,0.8242166755177908,0:00:09.070000,0:00:00.052500,0:00:09.122500
2,gensim,NO,sk-NN,0.7996548061603824,0:01:06,0:00:00.100000,0:01:06.100000
