,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_max_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,28.427366495132446,0.11071030298868816,0.6413293264981439,0.6589620431933771,0.01,500,"{'C': 0.01, 'max_iter': 500}",79,0.6500662251655629,0.6551266746252818,0.6376888417704745,0.6629094284577642,0.636218799787573,0.6588500264970854,0.8005363058514062,0.015299432870039539,0.006211471853204136,0.0031782830909618414
1,28.738109191258747,0.1069041093190511,0.6413293264981439,0.6589620431933771,0.01,1000.0,"{'C': 0.01, 'max_iter': 1000.0}",79,0.6500662251655629,0.6551266746252818,0.6376888417704745,0.6629094284577642,0.636218799787573,0.6588500264970854,0.3923909449374865,0.0027417413545371802,0.006211471853204136,0.0031782830909618414
2,29.086410522460938,0.11855634053548177,0.6413293264981439,0.6589620431933771,0.01,5000.0,"{'C': 0.01, 'max_iter': 5000.0}",79,0.6500662251655629,0.6551266746252818,0.6376888417704745,0.6629094284577642,0.636218799787573,0.6588500264970854,0.5434010826935116,0.013539223959862536,0.006211471853204136,0.0031782830909618414
3,29.433738946914673,0.06516488393147786,0.6413293264981439,0.6589620431933771,0.01,10000.0,"{'C': 0.01, 'max_iter': 10000.0}",79,0.6500662251655629,0.6551266746252818,0.6376888417704745,0.6629094284577642,0.636218799787573,0.6588500264970854,0.579310432067255,0.01383349222256165,0.006211471853204136,0.0031782830909618414
4,29.508735815684002,0.08502801259358723,0.6413293264981439,0.6589620431933771,0.01,50000.0,"{'C': 0.01, 'max_iter': 50000.0}",79,0.6500662251655629,0.6551266746252818,0.6376888417704745,0.6629094284577642,0.636218799787573,0.6588500264970854,0.42654757480870287,0.03201921449408034,0.006211471853204136,0.0031782830909618414
5,30.453620115915935,0.09093324343363444,0.6413293264981439,0.6589620431933771,0.01,100000.0,"{'C': 0.01, 'max_iter': 100000.0}",79,0.6500662251655629,0.6551266746252818,0.6376888417704745,0.6629094284577642,0.636218799787573,0.6588500264970854,0.25208845395753393,0.014494606085942247,0.006211471853204136,0.0031782830909618414
6,38.71302970250448,0.05736080805460612,0.7730245713275588,0.7983024442375674,0.1,500,"{'C': 0.1, 'max_iter': 500}",73,0.7817218543046358,0.7937392227085819,0.7664988073151339,0.8024134730141891,0.7708443972384494,0.7987546369899311,0.22248783214930692,0.016612638690808396,0.006404871261989621,0.0035556540237626586
7,38.97663815816244,0.04462496439615885,0.7730245713275588,0.7983024442375674,0.1,1000.0,"{'C': 0.1, 'max_iter': 1000.0}",73,0.7817218543046358,0.7937392227085819,0.7664988073151339,0.8024134730141891,0.7708443972384494,0.7987546369899311,0.46124795447944106,0.0033209856255850545,0.006404871261989621,0.0035556540237626586
8,37.6504115263621,0.06580273310343425,0.7730245713275588,0.7983024442375674,0.1,5000.0,"{'C': 0.1, 'max_iter': 5000.0}",73,0.7817218543046358,0.7937392227085819,0.7664988073151339,0.8024134730141891,0.7708443972384494,0.7987546369899311,0.8341794473796441,0.03325192357850088,0.006404871261989621,0.0035556540237626586
9,38.8091565767924,0.11704285939534505,0.7730245713275588,0.7983024442375674,0.1,10000.0,"{'C': 0.1, 'max_iter': 10000.0}",73,0.7817218543046358,0.7937392227085819,0.7664988073151339,0.8024134730141891,0.7708443972384494,0.7987546369899311,0.5932461419877237,0.01171794255647158,0.006404871261989621,0.0035556540237626586
