,tool.word,useStopwords,classifier,micro-F1,time.format.train,time.format.evaluate,time.format.all
0,gensim,NO,RandomForest,0.4500796601168348,0:00:00.744000,0:00:00.145000,0:00:00.889000
1,gensim,NO,SVM,0.8153212958045671,0:00:09.510000,0:00:00.047400,0:00:09.557400
2,gensim,NO,sk-NN,0.7954062665958577,0:00:55.200000,0:00:00.132000,0:00:55.332000
