,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_degree,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
51,305.21077569325763,70.17735306421916,0.060367686052678095,0.06146656158155369,1,1,sigmoid,"{'C': 1, 'degree': 1, 'kernel': 'sigmoid'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.07829888712241653,4.279337940717504,1.7031538455485529,0.010438801573328093,0.011902252919469787
52,127.91181937853496,60.95659907658895,0.7757645395085735,0.8120027025063837,1,2,linear,"{'C': 1, 'degree': 2, 'kernel': 'linear'}",32,0.7904635761589405,0.8068709377901578,0.7598727802809435,0.8181938734915793,0.7769516728624535,0.8109432962374139,1.6808927968501748,0.2906259682692715,0.012521164167381598,0.004682874790601805
53,304.0590540568034,68.32276701927185,0.06346119851511402,0.06482285905549823,1,2,poly,"{'C': 1, 'degree': 2, 'kernel': 'poly'}",89,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.0844397238449283,0.08836777954425014,2.9374625324001475,1.7630297140689921,0.014818331246239724,0.01664877393122569
54,308.7536800702413,69.63696829477946,0.060367686052678095,0.06151072339042138,1,2,rbf,"{'C': 1, 'degree': 2, 'kernel': 'rbf'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.0784313725490196,3.2763185184822037,0.47185309308345463,0.010438801573328093,0.011964707141272648
55,293.11991715431213,66.3289094765981,0.060367686052678095,0.06146656158155369,1,2,sigmoid,"{'C': 1, 'degree': 2, 'kernel': 'sigmoid'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.07829888712241653,12.674586390589267,0.40996177854651855,0.010438801573328093,0.011902252919469787
56,118.72125061353047,56.486963987350464,0.7757645395085735,0.8120027025063837,1,3,linear,"{'C': 1, 'degree': 3, 'kernel': 'linear'}",32,0.7904635761589405,0.8068709377901578,0.7598727802809435,0.8181938734915793,0.7769516728624535,0.8109432962374139,1.3636924539593107,0.4571722453519305,0.012521164167381598,0.004682874790601805
57,282.15355348587036,65.26816304524739,0.06602439455541807,0.06698678769001509,1,3,poly,"{'C': 1, 'degree': 3, 'kernel': 'poly'}",83,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.09214020180562932,0.09485956544780075,1.8759076746677277,0.5267880185132332,0.018447085073614422,0.0197090310002722
58,287.4252274831136,68.30339789390564,0.060367686052678095,0.06151072339042138,1,3,rbf,"{'C': 1, 'degree': 3, 'kernel': 'rbf'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.0784313725490196,0.3105908082562302,0.782793115230963,0.010438801573328093,0.011964707141272648
59,285.6148935953776,65.14994756380717,0.060367686052678095,0.06146656158155369,1,3,sigmoid,"{'C': 1, 'degree': 3, 'kernel': 'sigmoid'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.07829888712241653,5.133120507731005,1.1373123612419946,0.010438801573328093,0.011902252919469787
60,119.45367868741353,57.03695853551229,0.7757645395085735,0.8120027025063837,1,4,linear,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",32,0.7904635761589405,0.8068709377901578,0.7598727802809435,0.8181938734915793,0.7769516728624535,0.8109432962374139,1.2443621119230313,0.31647997902739644,0.012521164167381598,0.004682874790601805
61,289.31814153989154,65.8645904858907,0.06690825525897119,0.06809083291170738,1,4,poly,"{'C': 1, 'degree': 4, 'kernel': 'poly'}",77,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.09479553903345725,0.0981717011128776,2.761884358026379,0.5167346420113439,0.019698379571434298,0.021270386664805182
62,294.1606634457906,69.81194607416789,0.060367686052678095,0.06151072339042138,1,4,rbf,"{'C': 1, 'degree': 4, 'kernel': 'rbf'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.0784313725490196,1.5262291866691937,0.44971681865842067,0.010438801573328093,0.011964707141272648
63,283.8376401265462,66.46216011047363,0.060367686052678095,0.06146656158155369,1,4,sigmoid,"{'C': 1, 'degree': 4, 'kernel': 'sigmoid'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.07829888712241653,8.115463042976177,0.8167207657684553,0.010438801573328093,0.011902252919469787
64,118.95850698153178,56.70638823509216,0.7757645395085735,0.8120027025063837,1,5,linear,"{'C': 1, 'degree': 5, 'kernel': 'linear'}",32,0.7904635761589405,0.8068709377901578,0.7598727802809435,0.8181938734915793,0.7769516728624535,0.8109432962374139,1.35459554822344,0.3056672420814653,0.012521164167381598,0.004682874790601805
65,285.714285214742,67.67907134691875,0.06735018561074775,0.06844412738264889,1,5,poly,"{'C': 1, 'degree': 5, 'kernel': 'poly'}",76,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.09612320764737123,0.09923158452570217,3.960243184690904,1.4142447944513927,0.02032402683080229,0.021770020479317566
66,293.45593516031903,73.10766418774922,0.060367686052678095,0.06151072339042138,1,5,rbf,"{'C': 1, 'degree': 5, 'kernel': 'rbf'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.0784313725490196,7.793300679410827,2.733334437981993,0.010438801573328093,0.011964707141272648
67,303.03811407089233,70.24114457766215,0.060367686052678095,0.06146656158155369,1,5,sigmoid,"{'C': 1, 'degree': 5, 'kernel': 'sigmoid'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.07829888712241653,8.367919217236969,2.0669509755850046,0.010438801573328093,0.011902252919469787
68,128.61683432261148,62.466084241867065,0.7757645395085735,0.8120027025063837,1,6,linear,"{'C': 1, 'degree': 6, 'kernel': 'linear'}",32,0.7904635761589405,0.8068709377901578,0.7598727802809435,0.8181938734915793,0.7769516728624535,0.8109432962374139,1.6010618215366104,0.988064978641907,0.012521164167381598,0.004682874790601805
69,309.2564369837443,73.57476298014323,0.06293088209298214,0.06376297564267364,1,6,poly,"{'C': 1, 'degree': 6, 'kernel': 'poly'}",95,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.08284652150823155,0.08518812930577636,2.8474488215418385,1.055851579868531,0.014067554648538283,0.015149872532335625
70,319.086133480072,76.81812373797099,0.060367686052678095,0.06151072339042138,1,6,rbf,"{'C': 1, 'degree': 6, 'kernel': 'rbf'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.0784313725490196,2.8396539193100843,0.6734888169440642,0.010438801573328093,0.011964707141272648
71,312.4159305890401,70.29624104499817,0.060367686052678095,0.06146656158155369,1,6,sigmoid,"{'C': 1, 'degree': 6, 'kernel': 'sigmoid'}",100,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.07514604354753053,0.07829888712241653,1.64892965205706,2.2830766944453695,0.010438801573328093,0.011902252919469787
72,68.59644293785095,45.66806181271871,0.8433798833303872,0.9431679856876177,10,1,linear,"{'C': 10, 'degree': 1, 'kernel': 'linear'}",7,0.8532450331125828,0.9411062475129327,0.833289159819772,0.94655881182867,0.8436006372809347,0.9418388977212506,2.6503022201641064,0.8398137810570782,0.008151322251205,0.0024162602675856064
73,303.3579201698303,70.11605819066365,0.0722114194802899,0.0732702460009371,10,1,poly,"{'C': 10, 'degree': 1, 'kernel': 'poly'}",63,0.07311258278145695,0.07043374452845205,0.06838059899284389,0.07107810635194271,0.07514604354753053,0.07829888712241653,4.261762476266778,0.8576681080691739,0.0028339839664303632,0.0035655036284157203
74,307.681960662206,73.06804887453715,0.12285663779388369,0.12696363242862307,10,1,rbf,"{'C': 10, 'degree': 1, 'kernel': 'rbf'}",57,0.1205298013245033,0.1244196843082637,0.11979856877816061,0.12067365070945497,0.12825278810408922,0.1357975622681505,2.076278179846756,1.4685579366920318,0.003823288739063534,0.00643101491410291
75,307.13193527857464,70.23207847277324,0.0722114194802899,0.0732702460009371,10,1,sigmoid,"{'C': 10, 'degree': 1, 'kernel': 'sigmoid'}",63,0.07311258278145695,0.07043374452845205,0.06838059899284389,0.07107810635194271,0.07514604354753053,0.07829888712241653,3.006097620307665,2.4580125452316675,0.0028339839664303632,0.0035655036284157203
76,66.15518728892009,44.62342802683512,0.8433798833303872,0.9431679856876177,10,2,linear,"{'C': 10, 'degree': 2, 'kernel': 'linear'}",7,0.8532450331125828,0.9411062475129327,0.833289159819772,0.94655881182867,0.8436006372809347,0.9418388977212506,0.9688826511315566,0.8708173585885389,0.008151322251205,0.0024162602675856064
77,308.8697186311086,71.92747942606609,0.06346119851511402,0.06482285905549823,10,2,poly,"{'C': 10, 'degree': 2, 'kernel': 'poly'}",89,0.052980132450331126,0.05305743467303355,0.05300821627352239,0.05304336294921098,0.0844397238449283,0.08836777954425014,4.679812407606894,0.9536471515107867,0.014818331246239724,0.01664877393122569
78,317.26236510276794,74.68679277102153,0.12285663779388369,0.12696363242862307,10,2,rbf,"{'C': 10, 'degree': 2, 'kernel': 'rbf'}",57,0.1205298013245033,0.1244196843082637,0.11979856877816061,0.12067365070945497,0.12825278810408922,0.1357975622681505,3.56291464884297,0.7252967534257075,0.003823288739063534,0.00643101491410291
79,315.00742324193317,69.68865831693013,0.0722114194802899,0.0732702460009371,10,2,sigmoid,"{'C': 10, 'degree': 2, 'kernel': 'sigmoid'}",63,0.07311258278145695,0.07043374452845205,0.06838059899284389,0.07107810635194271,0.07514604354753053,0.07829888712241653,3.0146610020550932,1.9756978940111574,0.0028339839664303632,0.0035655036284157203
