,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
18,4.110415935516357,0.44256822268168133,0.4573095280183843,0.570222395486157,6,10,"{'max_depth': 6, 'n_estimators': 10}",28,0.45695364238410596,0.5654596100278552,0.45984627617280677,0.5752552711841931,0.4551248008497079,0.5699523052464229,0.363915646680971,0.06579411692816636,0.0019434501685597508,0.004003619689368319
19,5.97818938891093,0.5393919944763184,0.5131695244829415,0.6570154503851082,6,20,"{'max_depth': 6, 'n_estimators': 20}",21,0.5149668874172185,0.650616792678074,0.5096739994699179,0.6574724837554701,0.5148698884758365,0.6629570747217806,0.10234402966602159,0.09810121452767485,0.0024728457485836764,0.005048253813995133
20,5.575026114781697,2.5779377619425454,0.580166165812268,0.7260047069921965,6,50,"{'max_depth': 6, 'n_estimators': 50}",16,0.583841059602649,0.7256930627404166,0.576464351974556,0.7313353666622464,0.5801911842804036,0.720985691573927,1.4979105566736879,1.6190669422237023,0.0030126445248509965,0.004230979808759474
21,35.757449547449745,8.25306248664856,0.6058865122856638,0.7516378788769223,6,100,"{'max_depth': 6, 'n_estimators': 100}",15,0.6143046357615894,0.7546093646372198,0.6029684601113172,0.7566635724704946,0.6003717472118959,0.7436406995230526,22.063381217713612,6.9770227944232825,0.0060504026709359985,0.005716706550048013
22,24.963428417841595,13.338503122329712,0.6183489482057628,0.7689611392237321,6,200,"{'max_depth': 6, 'n_estimators': 200}",14,0.6201324503311259,0.7706592386258124,0.6220514179697854,0.7743004906511074,0.6128518321826872,0.7619236883942766,16.579354729671177,13.479766904726313,0.00396122302053329,0.0051935193405295696
23,23.825002670288086,3.1570778687795005,0.629750751281598,0.7814666097376847,6,500,"{'max_depth': 6, 'n_estimators': 500}",12,0.630728476821192,0.7810054383870539,0.6318579379803869,0.7858374220925607,0.6266595857673924,0.7775569687334393,5.543327646658321,0.9067879823675756,0.0022316560405099928,0.003396172965670644
24,9.838281075159708,0.34520578384399414,0.47763832420010605,0.7435473412161927,8,10,"{'max_depth': 8, 'n_estimators': 10}",27,0.47735099337748343,0.7380289163018968,0.4844950967399947,0.7491048932502322,0.4710568242166755,0.7435082140964494,12.825202736199609,0.0991989295296599,0.005488583052390421,0.004521833296251926
25,50.73215500513712,7.7699447472890215,0.5547109775499381,0.8382521830642448,8,20,"{'max_depth': 8, 'n_estimators': 20}",19,0.5589403973509933,0.8294203475261971,0.5645375033130136,0.84537859700305,0.5406266595857674,0.839957604663487,70.28260407450023,10.717543970221348,0.010207777264454189,0.006625595757602502
26,3.6104230880737305,0.38843417167663574,0.6265688527488068,0.9037482056186915,8,50,"{'max_depth': 8, 'n_estimators': 50}",13,0.6347019867549669,0.9005173099880621,0.6249668698648291,0.9099588913937143,0.6200212426978227,0.9007684154742979,0.4119486142766292,0.20496532805133946,0.006098913401455796,0.004392814347572499
27,4.637423197428386,1.204872449239095,0.6595368569913381,0.9279215308981356,8,100,"{'max_depth': 8, 'n_estimators': 100}",9,0.6672847682119205,0.9251890171110226,0.6567717996289425,0.9326349290545021,0.6545406266595858,0.9259406465288819,0.41832816003324624,0.5156262420647832,0.005557710253469373,0.0033469715993992267
28,32.26448925336202,2.630117972691854,0.6790701785398621,0.9372020651928513,8,200,"{'max_depth': 8, 'n_estimators': 200}",8,0.6850331125827814,0.9376575142591855,0.6755897164060429,0.9378066569420501,0.6765799256505576,0.9361420243773185,19.830935601354838,1.1251449221499967,0.004238817124488176,0.0007520309315046822
29,41.88889034589132,1.324250062306722,0.6894113487714336,0.9429915085344144,8,500,"{'max_depth': 8, 'n_estimators': 500}",6,0.6972185430463577,0.9434938320732192,0.6832759077657037,0.9440392520885824,0.6877323420074349,0.9414414414414415,1.144109510661374,0.1887437053269608,0.005816267198262455,0.0011184518296370727
30,2.7834792931874595,0.29345885912577313,0.4882446526427435,0.8957911382094812,10,10,"{'max_depth': 10, 'n_estimators': 10}",24,0.48688741721854306,0.89322191272052,0.49536178107606677,0.8936480572868319,0.4824747742963356,0.9005034446210917,0.3086649350571753,0.020904569842946828,0.005346780884604563,0.003336642382748276
31,3.4846866925557456,0.4092096487681071,0.5707972423546049,0.9634966157222186,10,20,"{'max_depth': 10, 'n_estimators': 20}",17,0.5764238410596026,0.9644515187690675,0.5674529552080573,0.9624718207134332,0.5685077004779607,0.9635665076841547,0.3608422569798467,0.09344872021660164,0.004004713099918889,0.0008097179602092288
32,7.004356861114502,14.469849983851114,0.6483118260562135,0.9901003630664955,10,50,"{'max_depth': 10, 'n_estimators': 50}",11,0.6606622516556291,0.9887252951319804,0.6443148688046647,0.9905848030765151,0.6399362719065321,0.990990990990991,0.8753782272160372,10.17147994089335,0.008920290401455958,0.0009863589690929937
33,7.3416206041971845,0.8080895741780599,0.685257203464734,0.9942105682869978,10,100,"{'max_depth': 10, 'n_estimators': 100}",7,0.696953642384106,0.9933678206658708,0.6779750861383514,0.994828272112452,0.6808284652150823,0.994435612082671,1.8450100551394308,0.2395839531455522,0.008358196504830988,0.0006170970423055738
34,21.41925875345866,2.0211323897043862,0.7049672971539686,0.9957572917143019,10,200,"{'max_depth': 10, 'n_estimators': 200}",4,0.7141721854304636,0.9946942565326966,0.6973230850781871,0.9965521814083013,0.7033988316516198,0.9960254372019078,1.4552071156801183,0.8483165472726601,0.006969666507243097,0.0007818344721402399
35,38.669127225875854,8.718602021535238,0.7226445112250309,0.9962878426081593,10,500,"{'max_depth': 10, 'n_estimators': 500}",3,0.7308609271523179,0.9960206923995225,0.7148157964484496,0.9968173982230474,0.7222517259691981,0.9960254372019078,1.5854618973664836,1.358071788593298,0.006558583410952833,0.0003744573765081801
