,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_loss,param_max_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,17.489907185236614,0.12125619252522786,0.7968004242531377,0.8414346860963059,hinge,500,"{'loss': 'hinge', 'max_iter': 500}",7,0.8063576158940398,0.837113675553787,0.7871720116618076,0.8447155549661849,0.7968667020711631,0.8424748277689454,0.11139266393778975,0.026659489684614818,0.007835398358353767,0.003189416213513154
1,25.289210081100464,0.1233824094136556,0.7968004242531377,0.8415231034276576,hinge,1000.0,"{'loss': 'hinge', 'max_iter': 1000.0}",7,0.8063576158940398,0.8372463191404694,0.7871720116618076,0.8448481633735578,0.7968667020711631,0.8424748277689454,0.08278354505586291,0.016371390652877637,0.007835398358353767,0.0031755674928412134
2,30.957501729329426,0.09738532702128093,0.7967120381827824,0.8415231034276576,hinge,5000.0,"{'loss': 'hinge', 'max_iter': 5000.0}",9,0.8063576158940398,0.8372463191404694,0.7871720116618076,0.8448481633735578,0.7966011683483802,0.8424748277689454,2.3131629121973245,0.04152851474579604,0.007835649861191455,0.0031755674928412134
3,31.120902061462402,0.04162208239237467,0.7967120381827824,0.8415231034276576,hinge,10000.0,"{'loss': 'hinge', 'max_iter': 10000.0}",9,0.8063576158940398,0.8372463191404694,0.7871720116618076,0.8448481633735578,0.7966011683483802,0.8424748277689454,2.780444011806907,0.001591500911497271,0.007835649861191455,0.0031755674928412134
4,30.75372823079427,0.08452598253885905,0.7967120381827824,0.8415231034276576,hinge,50000.0,"{'loss': 'hinge', 'max_iter': 50000.0}",9,0.8063576158940398,0.8372463191404694,0.7871720116618076,0.8448481633735578,0.7966011683483802,0.8424748277689454,1.798725400479342,0.03198652321490323,0.007835649861191455,0.0031755674928412134
5,31.37933913866679,0.06925042470296223,0.7967120381827824,0.8415231034276576,hinge,100000.0,"{'loss': 'hinge', 'max_iter': 100000.0}",9,0.8063576158940398,0.8372463191404694,0.7871720116618076,0.8448481633735578,0.7966011683483802,0.8424748277689454,2.8446507527141263,0.01793206000744979,0.007835649861191455,0.0031755674928412134
6,18.698262453079224,0.05481449762980143,0.8321548523952625,0.8949965708456725,squared_hinge,500,"{'loss': 'squared_hinge', 'max_iter': 500}",1,0.8452980132450331,0.8901711102268205,0.8173866949377153,0.898687176767007,0.8337758895379713,0.8961314255431903,0.12588493229581876,0.015836370744578127,0.011456141438227091,0.0035680777941425406
7,19.03461209932963,0.040388266245524086,0.8321548523952625,0.8949965708456725,squared_hinge,1000.0,"{'loss': 'squared_hinge', 'max_iter': 1000.0}",1,0.8452980132450331,0.8901711102268205,0.8173866949377153,0.898687176767007,0.8337758895379713,0.8961314255431903,0.17981090604301403,0.00048007944932870327,0.011456141438227091,0.0035680777941425406
8,19.511831521987915,0.04270259539286295,0.8321548523952625,0.8949965708456725,squared_hinge,5000.0,"{'loss': 'squared_hinge', 'max_iter': 5000.0}",1,0.8452980132450331,0.8901711102268205,0.8173866949377153,0.898687176767007,0.8337758895379713,0.8961314255431903,0.5677233935552779,0.0013304403922435116,0.011456141438227091,0.0035680777941425406
9,19.805684169133503,0.053705294926961265,0.8321548523952625,0.8949965708456725,squared_hinge,10000.0,"{'loss': 'squared_hinge', 'max_iter': 10000.0}",1,0.8452980132450331,0.8901711102268205,0.8173866949377153,0.898687176767007,0.8337758895379713,0.8961314255431903,0.4529724316097091,0.016522798921571113,0.011456141438227091,0.0035680777941425406
10,17.75936969121297,0.04919950167338053,0.8321548523952625,0.8949965708456725,squared_hinge,50000.0,"{'loss': 'squared_hinge', 'max_iter': 50000.0}",1,0.8452980132450331,0.8901711102268205,0.8173866949377153,0.898687176767007,0.8337758895379713,0.8961314255431903,1.0768185646796786,0.00701728512787687,0.011456141438227091,0.0035680777941425406
11,13.226081609725952,0.03262662887573242,0.8321548523952625,0.8949965708456725,squared_hinge,100000.0,"{'loss': 'squared_hinge', 'max_iter': 100000.0}",1,0.8452980132450331,0.8901711102268205,0.8173866949377153,0.898687176767007,0.8337758895379713,0.8961314255431903,1.7554241491453304,0.008111434117939681,0.011456141438227091,0.0035680777941425406
