,model.source,useStopwords,tool.word,model.word,model.document,classifier,accuracy,macro-F1,micro-F1,time.format.model,time.format.train,time.format.evaluate,time.format.all,time.raw.model,time.raw.train,time.raw.evaluate,time.raw.all
corpus.NO.gensim.Word2Vec.ArithmeticMean.CNN,corpus,NO,gensim,Word2Vec,ArithmeticMean,CNN,0.9090909090909091,0.9090033382756333,0.9090909090909091,0:01:42.750000,0:04:27.397000,0:00:05.740000,0:06:15.887000,"{'h': 0.0, 'min': 1.0, 'sec': 42.75, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 4.0, 'sec': 27.0, 'ms': 397.0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 5.74, 'ms': 0, 'us': 0}","{'h': 0.0, 'min': 5.0, 'sec': 75.49, 'ms': 397.0, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.ArithmeticMean.DNN,corpus,NO,gensim,Word2Vec,ArithmeticMean,DNN,0.9167950693374423,0.9170426759565127,0.9167950693374423,0:01:42.750000,0:02:56,0:00:04.680000,0:04:43.430000,"{'h': 0.0, 'min': 1.0, 'sec': 42.75, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 2.0, 'sec': 56.0, 'ms': 0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 4.68, 'ms': 0, 'us': 0}","{'h': 0.0, 'min': 3.0, 'sec': 103.43, 'ms': 0.0, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.ArithmeticMean.SVM,corpus,NO,gensim,Word2Vec,ArithmeticMean,SVM,0.9301489470980996,0.9301380824830477,0.9301489470980996,0:01:42.750000,0:00:01.150000,0:00:00.021300,0:01:43.921300,"{'h': 0.0, 'min': 1.0, 'sec': 42.75, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 0, 'sec': 1.15, 'ms': 0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 0, 'ms': 21.3, 'us': 0}","{'h': 0.0, 'min': 1.0, 'sec': 43.9, 'ms': 21.3, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.BagOfConcepts-TFIDF.CNN,corpus,NO,gensim,Word2Vec,BagOfConcepts-TFIDF,CNN,0.8258859784283513,0.8286834383356088,0.8258859784283512,0:15:11,0:01:19.388000,0:00:03.280000,0:16:33.668000,"{'h': 0.0, 'min': 14.0, 'sec': 71.0, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 1.0, 'sec': 19.0, 'ms': 388.0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 3.28, 'ms': 0, 'us': 0}","{'h': 0.0, 'min': 15.0, 'sec': 93.28, 'ms': 388.0, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.BagOfConcepts-TFIDF.DNN,corpus,NO,gensim,Word2Vec,BagOfConcepts-TFIDF,DNN,0.8962506420133539,0.8961600264737841,0.8962506420133539,0:15:11,0:01:01,0:00:01.210000,0:16:13.210000,"{'h': 0.0, 'min': 14.0, 'sec': 71.0, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 1.0, 'sec': 1.0, 'ms': 0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 1.21, 'ms': 0, 'us': 0}","{'h': 0.0, 'min': 15.0, 'sec': 73.21, 'ms': 0.0, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.BagOfConcepts-TFIDF.SVM,corpus,NO,gensim,Word2Vec,BagOfConcepts-TFIDF,SVM,0.8957370313302516,0.8955061441373434,0.8957370313302516,0:15:11,0:00:00.054600,0:00:00.019100,0:15:11.073700,"{'h': 0.0, 'min': 14.0, 'sec': 71.0, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 0, 'sec': 0, 'ms': 54.6, 'us': 0}","{'h': 0, 'min': 0, 'sec': 0, 'ms': 19.1, 'us': 0}","{'h': 0.0, 'min': 14.0, 'sec': 71.0, 'ms': 73.7, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.BagOfConcepts.CNN,corpus,NO,gensim,Word2Vec,BagOfConcepts,CNN,0.8084232152028762,0.8089190413746662,0.8084232152028761,0:15:14,0:01:19.396000,0:00:03.390000,0:16:36.786000,"{'h': 0.0, 'min': 14.0, 'sec': 74.0, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 1.0, 'sec': 19.0, 'ms': 396.0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 3.39, 'ms': 0, 'us': 0}","{'h': 0.0, 'min': 15.0, 'sec': 96.39, 'ms': 396.0, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.BagOfConcepts.DNN,corpus,NO,gensim,Word2Vec,BagOfConcepts,DNN,0.8947098099640473,0.8945340777649031,0.8947098099640473,0:15:14,0:01:00,0:00:01.380000,0:16:15.380000,"{'h': 0.0, 'min': 14.0, 'sec': 74.0, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 1.0, 'sec': 0, 'ms': 0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 1.38, 'ms': 0, 'us': 0}","{'h': 0.0, 'min': 15.0, 'sec': 75.38, 'ms': 0.0, 'us': 0.0}"
corpus.NO.gensim.Word2Vec.BagOfConcepts.SVM,corpus,NO,gensim,Word2Vec,BagOfConcepts,SVM,0.8798151001540832,0.8794590955510717,0.8798151001540832,0:15:14,0:00:00.445000,0:00:00.017600,0:15:14.462600,"{'h': 0.0, 'min': 14.0, 'sec': 74.0, 'ms': 0.0, 'us': 0.0}","{'h': 0, 'min': 0, 'sec': 0, 'ms': 445.0, 'us': 0}","{'h': 0, 'min': 0, 'sec': 0, 'ms': 17.6, 'us': 0}","{'h': 0.0, 'min': 14.0, 'sec': 74.0, 'ms': 462.6, 'us': 0.0}"
