,tool.word,useStopwords,classifier,micro-F1,time.format.train,time.format.evaluate,time.format.all
0,gensim,NO,RandomForest,0.4329527349973447,0:00:00.744000,0:00:00.149000,0:00:00.893000
1,gensim,NO,SVM,0.8211630377057888,0:00:06.590000,0:00:00.077300,0:00:06.667300
2,gensim,NO,sk-NN,0.7963356346255974,0:00:47.700000,0:00:00.104000,0:00:47.804000
